Holdings details

Total Stock Market ETF (VTI)


Equity,as of 09/30/2025

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BMGYYH4,Airbnb Inc,ABNB,0.07%,"Hotels, Resorts & Cruise Lines",US,---,"$1,475,333,622.88","12,150,664"
,2615468,Ford Motor Co,F,0.07%,Automobile Manufacturers,US,---,"$1,470,809,106.00","122,977,350"
,2262530,Republic Services Inc,RSG,0.07%,Environmental & Facilities Services,US,---,"$1,464,105,806.96","6,380,102"
,2573209,MetLife Inc,MET,0.07%,Life & Health Insurance,US,---,"$1,462,963,191.38","17,760,874"
,B0J7D57,Ameriprise Financial Inc,AMP,0.07%,Asset Management & Custody Banks,US,---,"$1,456,407,892.50","2,964,698"
,BK73B42,Corteva Inc,CTVA,0.07%,Fertilizers & Agricultural Chemicals,US,---,"$1,452,435,203.11","21,476,197"
,BKT9Y49,Datadog Inc,DDOG,0.07%,Application Software,US,---,"$1,449,043,460.80","10,175,867"
,BZ07BW4,Monster Beverage Corp,MNST,0.07%,Soft Drinks & Non-alcoholic Beverages,US,---,"$1,448,210,795.47","21,515,537"
,BM8JYX3,Warner Bros Discovery Inc,WBD,0.07%,Movies & Entertainment,US,---,"$1,445,962,100.94","74,037,998"
,2130109,ONEOK Inc,OKE,0.07%,Oil & Gas Storage & Transportation,US,---,"$1,445,538,035.04","19,810,032"
,2965107,Nasdaq Inc,NDAQ,0.07%,Financial Exchanges & Data,US,---,"$1,437,069,174.05","16,247,249"
,2567116,Edwards Lifesciences Corp,EW,0.07%,Health Care Equipment,US,---,"$1,436,945,091.12","18,476,856"
,2852533,Public Storage,PSA,0.07%,Self-Storage REITs,US,---,"$1,435,410,323.45","4,969,397"
,2250687,DR Horton Inc,DHI,0.07%,Homebuilding,US,---,"$1,432,417,551.39","8,452,337"
,2670519,Exelon Corp,EXC,0.07%,Electric Utilities,US,---,"$1,430,733,950.24","31,787,024"
,BYVG1F6,Waste Connections Inc,WCN,0.07%,Environmental & Facilities Services,US,---,"$1,429,256,812.80","8,130,016"
,2122117,Take-Two Interactive Software Inc,TTWO,0.07%,Interactive Home Entertainment,US,---,"$1,427,338,497.96","5,524,611"
,BWZMZF4,Flutter Entertainment PLC,FLUT,0.07%,Casinos & Gaming,US,---,"$1,406,063,482.00","5,535,683"
,BS6VHW3,Ferguson Enterprises Inc,FERG,0.07%,Trading Companies & Distributors,US,---,"$1,393,586,049.42","6,205,299"
,BFH3N85,Veeva Systems Inc,VEEV,0.07%,Health Care Technology,US,---,"$1,381,130,719.97","4,636,067"
,2027342,American International Group Inc,AIG,0.07%,Property & Casualty Insurance,US,---,"$1,367,415,564.90","17,410,435"
,2089212,AMETEK Inc,AME,0.07%,Electrical Components & Equipment,US,---,"$1,366,390,956.00","7,268,037"
,BHKD3S6,Dell Technologies Inc,DELL,0.07%,"Technology Hardware, Storage & Peripherals",US,---,"$1,364,621,170.23","9,625,599"
,2380863,WW Grainger Inc,GWW,0.07%,Trading Companies & Distributors,US,---,"$1,360,831,644.80","1,428,005"
,BTGQCX1,Crown Castle Inc,CCI,0.07%,Telecom Tower REITs,US,---,"$1,327,307,755.90","13,755,910"
,2098876,Yum! Brands Inc,YUM,0.07%,Restaurants,US,---,"$1,326,220,976.00","8,725,138"
,B01Z7J1,Monolithic Power Systems Inc,MPWR,0.07%,Semiconductors,US,---,"$1,318,404,353.28","1,432,052"
,B2972D2,MSCI Inc,MSCI,0.06%,Financial Exchanges & Data,US,---,"$1,312,108,956.73","2,312,453"
,2707677,Public Service Enterprise Group Inc,PEG,0.06%,Multi-Utilities,US,---,"$1,311,894,887.16","15,718,846"
,2954699,Western Digital Corp,WDC,0.06%,"Technology Hardware, Storage & Peripherals",US,---,"$1,311,585,625.08","10,924,418"
,2317087,Entergy Corp,ETR,0.06%,Electric Utilities,US,---,"$1,310,149,916.09","14,058,911"
,2293819,eBay Inc,EBAY,0.06%,Broadline Retail,US,---,"$1,308,827,707.55","14,390,629"
,2491839,Kimberly-Clark Corp,KMB,0.06%,Household Products,US,---,"$1,297,312,580.60","10,433,590"
,2674458,Paychex Inc,PAYX,0.06%,Human Resource & Employment Services,US,---,"$1,294,229,614.04","10,210,079"
,2259101,Target Corp,TGT,0.06%,Consumer Staples Merchandise Retail,US,---,"$1,283,618,661.00","14,310,130"
,2931205,Vulcan Materials Co,VMC,0.06%,Construction Materials,US,---,"$1,279,307,292.12","4,158,726"
,B3Z5T14,Garmin Ltd,GRMN,0.06%,Consumer Electronics,US,---,"$1,267,339,398.26","5,147,183"
,2497406,Kroger Co/The,KR,0.06%,Food Retail,US,---,"$1,264,042,794.42","18,751,562"
,2732903,ResMed Inc,RMD,0.06%,Health Care Equipment,US,---,"$1,260,847,461.56","4,606,172"
,BYNZGK1,Block Inc,XYZ,0.06%,Transaction & Payment Processing Services,US,---,"$1,250,573,955.84","17,304,192"
,2868165,Sysco Corp,SYY,0.06%,Food Distributors,US,---,"$1,239,319,595.64","15,051,246"
,2754060,Rockwell Automation Inc,ROK,0.06%,Electrical Components & Equipment,US,---,"$1,237,390,027.62","3,540,154"
,2208073,Copart Inc,CPRT,0.06%,Diversified Support Services,US,---,"$1,231,780,690.05","27,391,165"
,2572079,Martin Marietta Materials Inc,MLM,0.06%,Construction Materials,US,---,"$1,196,132,778.40","1,897,780"
,2476193,Hartford Insurance Group Inc/The,HIG,0.06%,Property & Casualty Insurance,US,---,"$1,179,704,227.97","8,844,023"
,2175672,Cardinal Health Inc,CAH,0.06%,Health Care Distributors,US,---,"$1,177,658,951.04","7,502,924"
,B1W9D46,Delta Air Lines Inc,DAL,0.06%,Passenger Airlines,US,---,"$1,165,487,462.00","20,537,224"
,BYY8XK8,WEC Energy Group Inc,WEC,0.06%,Multi-Utilities,US,---,"$1,162,190,572.76","10,142,164"
,2819118,Prudential Financial Inc,PRU,0.06%,Life & Health Insurance,US,---,"$1,147,894,511.40","11,065,110"
,2520153,Agilent Technologies Inc,A,0.06%,Life Sciences Tools & Services,US,---,"$1,147,443,352.60","8,939,956"
,2216850,Consolidated Edison Inc,ED,0.06%,Multi-Utilities,US,---,"$1,142,722,718.76","11,368,113"
,B55PZY3,Targa Resources Corp,TRGP,0.06%,Oil & Gas Storage & Transportation,US,---,"$1,134,596,628.76","6,772,094"
,B3P2CN8,Xylem Inc/NY,XYL,0.06%,Industrial Machinery & Supplies & Components,US,---,"$1,130,188,512.50","7,662,295"
,BK531S8,Otis Worldwide Corp,OTIS,0.06%,Industrial Machinery & Supplies & Components,US,---,"$1,129,542,494.54","12,354,178"
,2262864,CoStar Group Inc,CSGP,0.06%,Real Estate Services,US,---,"$1,125,845,176.17","13,344,141"
,B4P9W92,Verisk Analytics Inc,VRSK,0.05%,Research & Consulting Services,US,---,"$1,104,250,127.82","4,390,482"
,2655408,Occidental Petroleum Corp,OXY,0.05%,Integrated Oil & Gas,US,---,"$1,099,156,810.50","23,262,578"
,2592174,Microchip Technology Inc,MCHP,0.05%,Semiconductors,US,---,"$1,091,162,790.64","16,991,012"
,2769796,Fidelity National Information Services Inc,FIS,0.05%,Transaction & Payment Processing Services,US,---,"$1,085,096,441.10","16,455,815"
,2955733,Westinghouse Air Brake Technologies Corp,WAB,0.05%,Construction Machinery & Heavy Transportation Equipment,US,---,"$1,078,227,895.00","5,378,500"
,2330299,Fair Isaac Corp,FICO,0.05%,Application Software,US,---,"$1,073,921,900.24","717,608"
,2319414,EQT Corp,EQT,0.05%,Oil & Gas Exploration & Production,US,---,"$1,069,731,731.64","19,653,348"
,BDB6Q21,Willis Towers Watson PLC,WTW,0.05%,Insurance Brokers,US,---,"$1,061,987,571.75","3,074,215"
,BD3W133,Keurig Dr Pepper Inc,KDP,0.05%,Soft Drinks & Non-alcoholic Beverages,US,---,"$1,036,287,423.92","40,622,792"
,BL5GZ82,Ingersoll Rand Inc,IR,0.05%,Industrial Machinery & Supplies & Components,US,---,"$1,034,932,489.92","12,526,416"
,BF14BT1,Ares Management Corp,ARES,0.05%,Asset Management & Custody Banks,US,---,"$1,032,997,645.53","6,460,677"
,2257019,Cognizant Technology Solutions Corp,CTSH,0.05%,IT Consulting & Other Services,US,---,"$1,030,315,054.09","15,361,787"
,BK0VN47,DuPont de Nemours Inc,DD,0.05%,Specialty Chemicals,US,---,"$1,026,082,285.20","13,171,788"
,BL6JPG8,GE HealthCare Technologies Inc,GEHC,0.05%,Health Care Equipment,US,---,"$1,024,988,456.50","13,648,315"
,2689560,PG&E Corp,PCG,0.05%,Electric Utilities,US,---,"$1,016,282,609.68","67,392,746"
,BYVYWS0,Hewlett Packard Enterprise Co,HPE,0.05%,"Technology Hardware, Storage & Peripherals",US,---,"$1,014,909,433.44","41,323,674"
,2740542,Arch Capital Group Ltd,ACGL,0.05%,Property & Casualty Insurance,US,---,"$1,012,434,657.72","11,158,764"
,2319146,Equifax Inc,EFX,0.05%,Research & Consulting Services,US,---,"$999,194,611.20","3,895,040"
,2927925,Ventas Inc,VTR,0.05%,Health Care REITs,US,---,"$998,841,637.95","14,271,205"
,BYWH073,VICI Properties Inc,VICI,0.05%,Other Specialized REITs,US,---,"$995,637,660.87","30,531,667"
,B4QG225,United Airlines Holdings Inc,UAL,0.05%,Passenger Airlines,US,---,"$995,254,969.50","10,313,523"
,2212922,NRG Energy Inc,NRG,0.05%,Electric Utilities,US,---,"$986,319,874.30","6,090,274"
,2445063,Humana Inc,HUM,0.05%,Managed Health Care,US,---,"$984,906,056.25","3,785,625"
,2842040,State Street Corp,STT,0.05%,Asset Management & Custody Banks,US,---,"$984,363,179.58","8,485,158"
,BQ84ZQ6,Kenvue Inc,KVUE,0.05%,Personal Care Products,US,---,"$979,545,517.38","60,354,006"
,2718992,Raymond James Financial Inc,RJF,0.05%,Investment Banking & Brokerage,US,---,"$975,639,105.20","5,652,602"
,2340168,M&T Bank Corp,MTB,0.05%,Regional Banks,US,---,"$969,969,155.48","4,908,254"
,BDR73G1,IQVIA Holdings Inc,IQV,0.05%,Life Sciences Tools & Services,US,---,"$966,404,653.18","5,087,947"
,2614487,Insmed Inc,INSM,0.05%,Biotechnology,US,---,"$960,850,705.11","6,672,111"
,2523044,Carnival Corp,CCL,0.05%,"Hotels, Resorts & Cruise Lines",US,---,"$955,803,165.94","33,061,334"
,BZ00V34,Zscaler Inc,ZS,0.05%,Systems Software,US,---,"$955,275,925.56","3,187,866"
,2900335,Tractor Supply Co,TSCO,0.05%,Other Specialty Retail,US,---,"$948,724,846.41","16,682,343"
,BM8J4C2,SoFi Technologies Inc,SOFI,0.05%,Consumer Finance,US,---,"$947,916,522.16","35,878,748"
,BQZJ0Q9,Keysight Technologies Inc,KEYS,0.05%,Electronic Equipment & Instruments,US,---,"$947,356,749.56","5,415,943"
,BVFTF03,Iron Mountain Inc,IRM,0.05%,Other Specialized REITs,US,---,"$947,296,410.84","9,292,686"
,B02HWR9,Extra Space Storage Inc,EXR,0.05%,Self-Storage REITs,US,---,"$942,547,102.38","6,687,577"
,2651086,Nucor Corp,NUE,0.05%,Steel,US,---,"$929,636,889.05","6,864,335"
,2336747,Fifth Third Bancorp,FITB,0.05%,Diversified Banks,US,---,"$926,892,553.95","20,805,669"
,2036047,Comfort Systems USA Inc,FIX,0.05%,Construction & Engineering,US,---,"$917,466,480.84","1,111,838"
,B1WT4X2,Interactive Brokers Group Inc,IBKR,0.05%,Investment Banking & Brokerage,US,---,"$916,227,719.68","13,315,328"
,2474164,EMCOR Group Inc,EME,0.05%,Construction & Engineering,US,---,"$915,214,201.26","1,409,019"
,2047317,Archer-Daniels-Midland Co,ADM,0.04%,Agricultural Products & Services,US,---,"$903,743,075.86","15,127,939"
,B2R3PV1,American Water Works Co Inc,AWK,0.04%,Water Utilities,US,---,"$892,653,864.76","6,413,204"
,2050832,Ameren Corp,AEE,0.04%,Multi-Utilities,US,---,"$887,325,090.18","8,500,911"
,B1VP7R6,Broadridge Financial Solutions Inc,BR,0.04%,Data Processing & Outsourced Services,US,---,"$878,359,051.50","3,687,950"
,BMVNLY2,Reddit Inc,RDDT,0.04%,Interactive Media & Services,US,---,"$877,155,871.13","3,813,887"
,2093666,Berkshire Hathaway Inc,BRK/A,0.04%,Multi-Sector Holdings,US,---,"$875,626,200.00","1,161"
,2422806,Hershey Co/The,HSY,0.04%,Packaged Foods & Meats,US,---,"$872,791,760.40","4,666,088"
,2131179,AvalonBay Communities Inc,AVB,0.04%,Multi-Family Residential REITs,US,---,"$865,213,838.76","4,479,028"
,2503477,Teledyne Technologies Inc,TDY,0.04%,Electronic Equipment & Instruments,US,---,"$864,912,994.40","1,475,860"
,2315359,Atmos Energy Corp,ATO,0.04%,Gas Utilities,US,---,"$863,582,468.00","5,057,584"
,2367026,General Mills Inc,GIS,0.04%,Packaged Foods & Meats,US,---,"$848,800,582.42","16,834,601"
,B7Y8YR3,Diamondback Energy Inc,FANG,0.04%,Oil & Gas Exploration & Production,US,---,"$847,769,190.30","5,924,313"
,B0T7YX2,Live Nation Entertainment Inc,LYV,0.04%,Movies & Entertainment,US,---,"$842,909,847.80","5,158,567"
,2656423,Old Dominion Freight Line Inc,ODFL,0.04%,Cargo Ground Transportation,US,---,"$839,548,005.88","5,963,546"
,B75JX34,LPL Financial Holdings Inc,LPLA,0.04%,Investment Banking & Brokerage,US,---,"$838,890,809.91","2,521,539"
,BQ1PC76,Atlassian Corp,TEAM,0.04%,Application Software,US,---,"$836,327,500.20","5,236,866"
,BP96PS6,Synchrony Financial,SYF,0.04%,Consumer Finance,US,---,"$830,836,106.10","11,693,682"
,B0796X4,Dexcom Inc,DXCM,0.04%,Health Care Equipment,US,---,"$830,800,964.46","12,346,574"
,BVVN4Q8,Eversource Energy,ES,0.04%,Electric Utilities,US,---,"$830,185,445.88","11,669,742"
,2692687,Brown & Brown Inc,BRO,0.04%,Insurance Brokers,US,---,"$830,174,588.01","8,851,419"
,2680905,PPL Corp,PPL,0.04%,Electric Utilities,US,---,"$823,339,516.12","22,156,607"
,2708841,PulteGroup Inc,PHM,0.04%,Homebuilding,US,---,"$820,509,198.19","6,209,863"
,BMTQ7V2,Astera Labs Inc,ALAB,0.04%,Semiconductors,US,---,"$819,856,109.60","4,187,212"
,BYZ62T3,Pure Storage Inc. Class A,PSTG,0.04%,"Technology Hardware, Storage & Peripherals",US,---,"$819,588,550.06","9,779,126"
,B5834C5,Cboe Global Markets Inc,CBOE,0.04%,Financial Exchanges & Data,US,---,"$809,125,366.50","3,299,186"
,BYX4D52,HP Inc,HPQ,0.04%,"Technology Hardware, Storage & Peripherals",US,---,"$805,507,485.37","29,581,619"
,2440637,CenterPoint Energy Inc,CNP,0.04%,Multi-Utilities,US,---,"$797,493,027.20","20,553,944"
,2126249,Mettler-Toledo International Inc,MTD,0.04%,Life Sciences Tools & Services,US,---,"$795,599,309.68","648,088"
,B748CK2,Expedia Group Inc,EXPE,0.04%,"Hotels, Resorts & Cruise Lines",US,---,"$794,946,296.25","3,719,047"
,2445966,Huntington Bancshares Inc/OH,HBAN,0.04%,Regional Banks,US,---,"$792,259,367.57","45,874,891"
,2237561,HEICO Corp,HEI/A,0.04%,Aerospace & Defense,US,---,"$790,865,796.78","3,112,542"
,2100920,FirstEnergy Corp,FE,0.04%,Electric Utilities,US,---,"$790,137,491.60","17,244,380"
,BPGMZQ5,Veralto Corp,VLTO,0.04%,Environmental & Facilities Services,US,---,"$789,860,696.80","7,408,880"
,2280220,DTE Energy Co,DTE,0.04%,Multi-Utilities,US,---,"$785,017,680.82","5,550,574"
,2196888,Cincinnati Financial Corp,CINF,0.04%,Property & Casualty Insurance,US,---,"$779,146,680.90","4,928,189"
,B28TS42,Ulta Beauty Inc,ULTA,0.04%,Other Specialty Retail,US,---,"$772,462,068.75","1,412,825"
,2465254,International Paper Co,IP,0.04%,Paper & Plastic Packaging Products & Materials,US,---,"$771,966,497.60","16,637,209"
,2648668,Northern Trust Corp,NTRS,0.04%,Asset Management & Custody Banks,US,---,"$771,068,887.00","5,728,595"
,BZ6VT82,Charter Communications Inc,CHTR,0.04%,Cable & Satellite,US,---,"$768,530,301.85","2,793,589"
,BFY8C75,STERIS PLC,STE,0.04%,Health Care Equipment,US,---,"$766,101,458.40","3,096,110"
,B95N910,PTC Inc,PTC,0.04%,Application Software,US,---,"$765,605,270.66","3,771,083"
,BRC3N73,Super Micro Computer Inc,SMCI,0.04%,"Technology Hardware, Storage & Peripherals",US,---,"$765,346,950.96","15,964,684"
,2511920,Lennar Corp,LEN,0.04%,Homebuilding,US,---,"$764,425,541.76","6,064,944"
,BDV82B8,Leidos Holdings Inc,LDOS,0.04%,Research & Consulting Services,US,---,"$762,809,411.68","4,036,883"
,2967589,Williams-Sonoma Inc,WSM,0.04%,Homefurnishing Retail,US,---,"$757,300,537.95","3,874,651"
,BMZ5LZ5,Expand Energy Corp,EXE,0.04%,Oil & Gas Exploration & Production,US,---,"$757,095,243.52","7,126,273"
,BF2FJ99,MongoDB Inc,MDB,0.04%,Internet Services & Infrastructure,US,---,"$755,162,299.50","2,433,025"
,BSBK800,Labcorp Holdings Inc,LH,0.04%,Health Care Services,US,---,"$750,939,774.08","2,615,968"
,2698470,PPG Industries Inc,PPG,0.04%,Specialty Chemicals,US,---,"$746,388,737.75","7,101,025"
,BF09HX3,Tapestry Inc,TPR,0.04%,"Apparel, Accessories & Luxury Goods",US,---,"$740,586,398.94","6,541,127"
,B01R311,Regions Financial Corp,RF,0.04%,Regional Banks,US,---,"$739,451,797.11","28,041,403"
,2319157,Equity Residential,EQR,0.04%,Multi-Family Residential REITs,US,---,"$739,251,683.66","11,420,542"
,2142922,VeriSign Inc,VRSN,0.04%,Internet Services & Infrastructure,US,---,"$738,934,821.84","2,643,112"
,BR4T3B3,HubSpot Inc,HUBS,0.04%,Application Software,US,---,"$738,042,914.20","1,577,689"
,2566436,Markel Group Inc,MKL,0.04%,Property & Casualty Insurance,US,---,"$722,673,747.84","378,094"
,2630643,NetApp Inc,NTAP,0.04%,"Technology Hardware, Storage & Peripherals",US,---,"$719,913,759.58","6,077,273"
,BDFG6S3,Hubbell Inc,HUBB,0.04%,Electrical Components & Equipment,US,---,"$719,433,998.07","1,671,897"
,2278407,Dover Corp,DOV,0.04%,Industrial Machinery & Supplies & Components,US,---,"$719,299,223.10","4,311,570"
,B5B1S13,Dollar General Corp,DG,0.04%,Consumer Staples Merchandise Retail,US,---,"$718,013,790.00","6,947,400"
,2486813,Kellanova,K,0.04%,Packaged Foods & Meats,US,---,"$714,892,963.62","8,716,081"
,2909644,Tyler Technologies Inc,TYL,0.04%,Application Software,US,---,"$711,179,518.72","1,359,392"
,2702337,T Rowe Price Group Inc,TROW,0.04%,Asset Management & Custody Banks,US,---,"$709,426,433.52","6,911,793"
,B1HMF22,First Solar Inc,FSLR,0.03%,Semiconductors,US,---,"$707,563,889.10","3,208,470"
,2480677,Devon Energy Corp,DVN,0.03%,Oil & Gas Exploration & Production,US,---,"$700,247,875.58","19,972,843"
,BRK49M5,Smurfit WestRock PLC,SW,0.03%,Paper & Plastic Packaging Products & Materials,US,---,"$699,887,623.05","16,440,865"
,2289874,Darden Restaurants Inc,DRI,0.03%,Restaurants,US,---,"$697,617,812.44","3,664,729"
,2471789,Jabil Inc,JBL,0.03%,Electronic Manufacturing Services,US,---,"$697,083,341.67","3,209,851"
,BT6C8Z3,Rocket Lab Corp,RKLB,0.03%,Aerospace & Defense,US,---,"$692,206,698.33","14,448,063"
,BPLYVN5,Liberty Media Corp-Liberty Formula One,FWONK,0.03%,Movies & Entertainment,US,---,"$691,852,463.15","6,623,767"
,2219224,CMS Energy Corp,CMS,0.03%,Multi-Utilities,US,---,"$691,162,385.76","9,434,376"
,2884183,Teradyne Inc,TER,0.03%,Semiconductor Materials & Equipment,US,---,"$689,309,103.12","5,008,058"
,2637785,NVR Inc,NVR,0.03%,Homebuilding,US,---,"$688,313,252.88","85,668"
,2093644,W R Berkley Corp,WRB,0.03%,Property & Casualty Insurance,US,---,"$688,094,797.92","8,980,616"
,BD8FDD1,Trade Desk Inc/The,TTD,0.03%,Advertising,US,---,"$686,540,656.75","14,008,175"
,B1XGNW4,Insulet Corp,PODD,0.03%,Health Care Equipment,US,---,"$684,815,315.37","2,218,169"
,BQRX1X3,Citizens Financial Group Inc,CFG,0.03%,Regional Banks,US,---,"$683,858,958.24","12,864,164"
,BYRY499,Kraft Heinz Co/The,KHC,0.03%,Packaged Foods & Meats,US,---,"$680,017,283.40","26,114,335"
,2195841,Church & Dwight Co Inc,CHD,0.03%,Household Products,US,---,"$675,423,034.47","7,707,669"
,BLD13F2,Credo Technology Group Holding Ltd,CRDO,0.03%,Semiconductors,US,---,"$674,040,921.24","4,629,084"
,2702791,Quest Diagnostics Inc,DGX,0.03%,Health Care Services,US,---,"$669,557,090.80","3,513,260"
,2829515,Edison International,EIX,0.03%,Electric Utilities,US,---,"$669,335,325.76","12,108,092"
,BYQRG48,Natera Inc,NTRA,0.03%,Biotechnology,US,---,"$662,090,214.16","4,113,128"
,2179414,Casey's General Stores Inc,CASY,0.03%,Food Retail,US,---,"$661,837,648.92","1,170,731"
,BBM5MD6,CDW Corp/DE,CDW,0.03%,Technology Distributors,US,---,"$656,306,868.80","4,120,460"
,BZ6TS23,SBA Communications Corp,SBAC,0.03%,Telecom Tower REITs,US,---,"$654,791,376.00","3,386,560"
,B1FLZ21,Ciena Corp,CIEN,0.03%,Communications Equipment,US,---,"$647,735,639.32","4,446,596"
,2455965,Biogen Inc,BIIB,0.03%,Biotechnology,US,---,"$647,726,137.84","4,623,973"
,2241205,Curtiss-Wright Corp,CW,0.03%,Aerospace & Defense,US,---,"$643,886,119.50","1,185,925"
,2490911,KeyCorp,KEY,0.03%,Diversified Banks,US,---,"$642,219,518.85","34,361,665"
,2645409,NiSource Inc,NI,0.03%,Multi-Utilities,US,---,"$641,756,834.20","14,821,174"
,2583576,ON Semiconductor Corp,ON,0.03%,Semiconductors,US,---,"$635,249,980.42","12,882,782"
,BMWGSD8,RB Global Inc,RBA,0.03%,Diversified Support Services,US,---,"$632,766,919.68","5,839,488"
,BGSP7M9,Zoom Communications Inc,ZM,0.03%,Application Software,US,---,"$622,004,707.50","7,539,451"
,2504566,Packaging Corp of America,PKG,0.03%,Paper & Plastic Packaging Products & Materials,US,---,"$616,890,964.12","2,830,684"
,2783815,Zimmer Biomet Holdings Inc,ZBH,0.03%,Health Care Equipment,US,---,"$614,419,064.50","6,237,757"
,2849472,Steel Dynamics Inc,STLD,0.03%,Steel,US,---,"$614,098,241.64","4,404,348"
,2903958,Trimble Inc,TRMB,0.03%,Electronic Equipment & Instruments,US,---,"$611,815,615.85","7,493,149"
,BRRF114,Talen Energy Corp,TLN,0.03%,Independent Power Producers & Energy Traders,US,---,"$610,687,438.64","1,435,628"
,B23FN39,Lululemon Athletica Inc,LULU,0.03%,"Apparel, Accessories & Luxury Goods",US,---,"$610,317,693.00","3,430,100"
,BMX5GK7,Corpay Inc,CPAY,0.03%,Transaction & Payment Processing Services,US,---,"$608,930,034.00","2,113,900"
,B7JYSG3,Guidewire Software Inc,GWRE,0.03%,Application Software,US,---,"$607,958,552.88","2,644,908"
,2367480,Genuine Parts Co,GPC,0.03%,Distributors,US,---,"$606,468,832.20","4,375,677"
,2170473,Constellation Brands Inc,STZ,0.03%,Distillers & Vintners,US,---,"$598,663,230.03","4,445,409"
,BWFRFC6,GoDaddy Inc,GDDY,0.03%,Internet Services & Infrastructure,US,---,"$595,675,858.83","4,353,401"
,2430412,United Therapeutics Corp,UTHR,0.03%,Biotechnology,US,---,"$595,553,620.97","1,420,657"
,2372763,Gartner Inc,IT,0.03%,IT Consulting & Other Services,US,---,"$595,152,137.85","2,264,055"
,BYQBFT8,Nutanix Inc,NTNX,0.03%,Application Software,US,---,"$595,061,529.46","7,999,214"
,2950482,West Pharmaceutical Services Inc,WST,0.03%,Life Sciences Tools & Services,US,---,"$593,573,828.67","2,262,699"
,2405302,Halliburton Co,HAL,0.03%,Oil & Gas Equipment & Services,US,---,"$593,074,758.00","24,108,730"
,BTDN8H1,Aptiv PLC,APTV,0.03%,Automotive Parts & Equipment,US,---,"$592,027,129.62","6,866,471"
,2272476,Dollar Tree Inc,DLTR,0.03%,Consumer Staples Merchandise Retail,US,---,"$588,923,817.71","6,240,583"
,2320524,Estee Lauder Cos Inc/The,EL,0.03%,Personal Care Products,US,---,"$585,442,315.28","6,643,694"
,BMF9NM8,Affirm Holdings Inc,AFRM,0.03%,Transaction & Payment Processing Services,US,---,"$584,234,186.76","7,994,447"
,2427599,F5 Inc,FFIV,0.03%,Communications Equipment,US,---,"$584,095,146.39","1,807,281"
,B58YSC6,SS&C Technologies Holdings Inc,SSNC,0.03%,Data Processing & Outsourced Services,US,---,"$579,890,826.20","6,533,245"
,2803014,Principal Financial Group Inc,PFG,0.03%,Life & Health Insurance,US,---,"$579,820,555.43","6,993,373"
,BJ2Z0H2,Pinterest Inc,PINS,0.03%,Interactive Media & Services,US,---,"$576,315,159.09","17,914,677"
,BM99VY2,Texas Pacific Land Corp,TPL,0.03%,Oil & Gas Exploration & Production,US,---,"$574,798,266.92","615,653"
,BLS09M3,Pentair PLC,PNR,0.03%,Industrial Machinery & Supplies & Components,US,---,"$571,693,388.76","5,161,551"
,2818740,Snap-on Inc,SNA,0.03%,Industrial Machinery & Supplies & Components,US,---,"$568,388,208.84","1,640,228"
,B8DMK08,Tenet Healthcare Corp,THC,0.03%,Health Care Facilities,US,---,"$564,531,400.80","2,780,395"
,BNGC0D3,Jacobs Solutions Inc,J,0.03%,Research & Consulting Services,US,---,"$562,089,942.62","3,750,767"
,2958936,Weyerhaeuser Co,WY,0.03%,Timber REITs,US,---,"$562,049,019.11","22,672,409"
,2937689,Waters Corp,WAT,0.03%,Life Sciences Tools & Services,US,---,"$561,882,615.49","1,874,129"
,BDD1BB8,Bloom Energy Corp,BE,0.03%,Heavy Electrical Equipment,US,---,"$561,285,000.96","6,636,928"
,BP6D7B7,Toast Inc,TOST,0.03%,Transaction & Payment Processing Services,US,---,"$557,329,202.61","15,265,111"
,BLDDH12,DraftKings Inc,DKNG,0.03%,Casinos & Gaming,US,---,"$556,089,716.60","14,868,709"
